,Q,A,label
7919,재회 그리고 다시 이별,그래도 후회는 없을 거라 생각해요.,1
7920,재회 네달 만에 다시 헤어집니다.,마음 고생 많았어요.,1
7921,재회 생각 완전히 접었습니다.,용기 있는 결정이에요.,1
7922,재회 어떻하죠?,조심스레 연락을 해보는 것도 좋을 것 같아요.,1
7923,재회 중인데 끝을내야하나 고민이됩니다,더 어려운 결정이겠네요.,1
7924,재회 후 이별,어떤 이별이든 후폭풍이 있는 것 같아요.,1
7925,재회 후 이별 !,그래도 힘들죠.,1
7926,재회 후 이별에는 후폭풍이 없는줄 알았는데,어떤 이별이든 후폭풍이 있는 것 같아요.,1
7927,재회 후 헤어짐.,다시 만날 준비가 되어 있지 않았나봐요.,1
7928,재회를 기다리다 단념하게된 이유가 뭐였나?,똑같은 일이 반복될까봐 두려웠던 거겠죠.,1
7929,재회를 바라는것도 새로운 사랑을 원하는것도 아닌데.,사람이 그리운 걸 수도 있어요.,1
7930,재회를 위한 기다림,가만히 있는다고 달라지는 건 없을 거예요.,1
7931,재회를 하긴 했었는데,전과 같지 않죠.,1
7932,재회를 한다해도,달라지는 게 없다면 만나지 않는 게 더 나을 수도 있어요.,1
7933,재회하고 딱5개월만에 헤어졌네,힘든 선택이었을텐데 안타깝네요.,1
7934,재회하고싶어,많이 사랑했나봐요.,1
7935,재회하면 또 그렇겠지,아마 그럴 거예요.,1
7936,재회했는데 행복하지 않네,다시 만날 준비가 되어 있지 않았나봐요.,1
7937,재회했다가 이별 .,어떤 이별이든 후폭풍이 있겠죠.,1
7938,재회후 다시 이별,이별은 절대 익숙해지지 않아요.,1
7939,재회후 또 이별,이별은 익숙해지지 않아요.,1
7940,저 괜찮으면 친구사이 하자는데,친구가 되긴 힘들죠.,1
7941,저 사람이 왜 자꾸 볼까?,혹시 반한 걸 수도 있어요.,1
7942,저 잘 잊을 수 있겠죠?,아무렇지도 않게 추억할 날이 올 거예요.,1
7943,저는 4시간에 걸쳐서 정리를 했습니다,많은 결심이 있었겠어요.,1
7944,저는 개인적으로 따로 연락하자는분들.,부담스러운가봅니다.,1
7945,저는 어떻게 해야할까여???,자신이 하고 싶은 대로 하세요.,1
7946,저는 이별하면 남자만 힘든 줄 알았어요.,이별의 아픔엔 성별이 중요하지 않아요.,1
7947,저는 이제 포기할라구,포기하는 것도 용기랍니다.,1
7948,저는 전 여친 관련해서 거의 모든걸 다 지웠어,잘 견뎌내고 있네요.,1
7949,저도 가슴 아픈 이별을 했습니다.,많이 힘들었을 거라 생각해요.,1
7950,저도 어쩔 수 없는 찌질한 남자인가 봅니다.,자신에게 더 여유롭게 대해보세요.,1
7951,저도 연애하고 결혼할 수 있을까,더 좋은 사람 만나서 알콩달콩 연애하고 행복한 결혼생활 할 수 있을 거예요.,1
7952,저만 이렇게 힘든거 아니죠 ㅠㅠ?,혼자만 힘든 거 아니에요.,1
7953,저만 힘든 것 같아요,혼자만 힘든 거 아니에요.,1
7954,저에게 희망이 있을까?,그럼요. 제가 함께 할게요.,1
7955,저주스럽다 모든게 다,불행한 생각은 덜 하는게 당신에게 좋아요.,1
7956,적응이 안되네.,익숙해지는 데는 시간이 걸릴 거예요.,1
7957,전 결국 밑바닥까지 보고말았습니다,이제 더 잘 될 일만 남았네요.,1
7958,전 기다리고 있어.,기다리면서 상처받지 않을 자신 있나요.,1
7959,전 바보입니다.,순수한 거예요.,1
7960,전 병신인가봅니다.,이제 같은 실수 안 하면 돼요.,1
7961,전 여자친구,이제 남이에요.,1
7962,전 여자친구 부친상 다녀왔어,인간적 예를 다하셨네요.,1
7963,전 여자친구가 마지막으로 얼굴 한 번만 보자고,흔들리지 않을 자신 있나요.,1
7964,전 여자친구가 카톡 친추에 떴어,카톡 차단하세요.,1
7965,전 여자친구의 새 남자친구.,더 이상 신경쓰지 마세요.,1
7966,전 여자친구한테 남자가 생긴 거 같아,신경을 거두세요.,1
7967,전 여친 생일이야,이제 그냥 일년 중 하루로 지내요.,1
7968,전 여친 카톡 메인 사진 슬프다,염탐하지 마요.,1
7969,전 여친 카톡 메인 프로필.,카톡 보지 마요.,1
7970,전 여친에게 카톡 보내는 꿈 꿨어,밤새 많은 생각을 했나봐요.,1
7971,전 여친이 드디어 연애를 시작했네.,염탐하지 마요.,1
7972,전 여친이 페북 연애중 띄웠었다네,페북 염탐하지 마요.,1
7973,전 왜 이렇게 안똑똑할까요?,자신을 비난하지 마세요.,1
7974,전 왜 짧은 연애만 반복될까?,상대를 더 이해하고 배려해보세요.,1
7975,전 정말괜찮은데,자신을 속이고 있는 것일지도 몰라요.,1
7976,전 제가 찬건 줄 알았는데,누가 찼는지는 중요하지 않을지도 몰라요.,1
7977,전 헤어지고 곧장 소개팅을 했죠.,새로운 사람도 잊는 방법 중에 하나죠.,1
7978,전남자친구 생일,이제는 잊어버리는 것도 필요해요.,1
7979,전남친 마주쳤어,달라지는 건 없답니다.,1
7980,전남친 여친 생겼네,이제는 관심을 거둬보세요.,1
7981,전남친 집앞,무작정 찾아가는 것은 실례에요.,1
7982,전남친 트라우마에 힘들어하는 여자친구.,그냥 더 사랑해주세요.,1
7983,전남친 후폭풍 온거 같을때,그대로 자신의 인생을 사세요.,1
7984,전남친소식을들었어,신경이 쓰일 수도 있겠어요.,1
7985,전남친에게 연락왔어.,본인의 생각에 귀를 기울여봐요.,1
7986,전남친이 만나자고 합니다.,재결합이 더 힘들지요.,1
7987,전남친이 톡 차단했더라구,이별에 도움이 될지도 몰라요.,1
7988,전남친한테 한달만에 연락하고싶어 ㅠㅠ,달라지는 게 없다면 만나지 않는 게 더 나을 수도 있어요.,1
7989,전여자친구 잊고 사랑하는법.,새로운 사랑으로 자연스레 잊혀지기도 해요.,1
7990,전여친,잊으세요.,1
7991,전여친 꿈을 꿧어,은연 중에 생각했을지도 모르겠어요.,1
7992,전여친 남자 생겼나 봐,이제 관심을 거둬 보세요.,1
7993,전여친 최악입니다,안 좋은 기억을 곱씹지 말아요.,1
7994,전여친 카톡 탈퇴 재가입 한거 같은데,관심을 거두세요.,1
7995,전여친 한테 두달만에 연락이 왔어.,힘들게 추스린 마음인데 힘드셨겠어요.,1
7996,전여친 헤어졌으니 남이죠?,그렇습니다.,1
7997,전여친생일 ㅎㅎ,미련이 아닐까요? 생각하지 않았으면 좋겠어요.,1
7998,전여친에게 다시 연락이 오면,달라지는 게 없다면 만나지 않는 게 더 나을 수도 있어요.,1
7999,전여친은 남자가 벌써 생겼네,남과 자신을 비교하지 말아요.,1
8000,전여친이 나보다 나은 사람이라는 생각이 자꾸 들어,남과 자신을 비교하지 말아요. 자신을 더 사랑해보세요.,1
8001,전여친이랑 낼 술한잔 하기로 했어,달라지는 게 없다면 만나지 않는 게 더 나을 수도 있어요.,1
8002,전여친한테 남친이 생겼네,이제 그녀를 잊으세요.,1
8003,전하지 못 할 편지,때론 묻어두는게 좋을 때도 있어요.,1
8004,전화가 왔는데 못받앗어,다시 연락하고 싶다면 전화해보세요.,1
8005,전화하고싶어,후회하지 않을 자신이 있다면 연락하세요.,1
8006,절대 사과 안하는 여자친구,잘못을 했을 때 인정하는 태도는 관계에서 중요한 역할을 합니다.,1
8007,절망적인데,탈출구가 있을 거예요.,1
8008,점심시간잠깐 그녀가 저에게 했던 말들이 떠오르네~ㅠㅠ,생각을 접어두는 것도 필요해요.,1
8009,점점 괜찮아 지는것 같다가도.,힘들기도 하겠죠.,1
8010,점점 나도 지쳐가네.,지칠만 해요.,1
8011,점점 나아진다. 머리로 정리하니 마음도 이제 따라온다.,잘하고 있어요. 이별을 받아들이는 것도 중요해요.,1
8012,점점 더 심해지는듯,생각이 많아지기 때문일 거예요.,1
8013,점점 힘들어져,힘내세요!,1
8014,정리가 도저히안됩니다지금도 그여자집앞,무작정 찾아가는 것은 실례에요.,1
8015,정리가 되네,맘고생 많았어요.,1
8016,정리되지 못한 이별,갑자기 이별이 찾아왔나 봐요.,1
8017,정리하는 중,시간이 좀 걸리겠지만 해낼 수 있어요.,1
8018,정리해야지,시간이 좀 걸리겠지만 해낼 수 있어요.,1
8019,정말 . 냉정하네,사랑은 때론 잔인하죠.,1
8020,정말 간절하고 간절하네,간절함이 전해졌으면 좋겠어요.,1
8021,정말 구제불능에 멍청이 인가봐,자책하지 말아요.,1
8022,정말 꿈같다.,믿기지 않겠어요.,1
8023,정말 끝까지 저의 마지막 자존심마저 뭉개버리네,자존감을 낮추는 상대는 잊으세요.,1
8024,정말 끝이라고,이별을 받아들이는 것도 중요해요.,1
8025,정말 난감하다,난처한 일이 있었나봐요.,1
8026,정말 너를 받아준게 아니였어.ㅠㅠ,그때의 나를 자책하지 말아요. 무슨 선택을 하든 당신을 믿어요.,1
8027,정말 너무 궁금해,무엇이 궁금한가요.,1
8028,정말 너무 힘들어.,많이 힘들었죠.,1
8029,정말 너무 힘듭니다,저에게 기대세요.,1
8030,정말 너무너무 힘듭니다,아직 시간이 필요한가봐요.,1
8031,정말 다시돌아 온다면,잘할 자신이 있어도 힘든 게 재회예요.,1
8032,정말 뜨겁게 사랑했어.,강렬한 사랑을 하셨네요.,1
8033,정말 막장으로 헤어지신분 계신가??,많을 거라고 생각해요.,1
8034,정말 모두 잊고 새출발할꺼야,좋은 출발이에요.,1
8035,정말 모든게 그립지만.,묻어두는 것도 좋겠지요.,1
8036,정말 모르겠습니다.,제 맘같지 않으니까요.,1
8037,정말 무슨생각인지 궁금하네,궁금증을 접어두셔요.,1
8038,정말 미안하다 말밖에는,진심이 전해졌으면 좋겠네요.,1
8039,정말 미쳐버리겠네,무엇이 당신을 힘들게 했나요.,1
8040,정말 미치겠네,무엇이 당신을 힘들게 했나요.,1
8041,정말 복합적으로 힘드네,힘든 일은 한꺼번에 예고없이 찾아오나 봐요.,1
8042,정말 사람이란,알 수 없어요.,1
8043,정말 상처가 잡혀지질않으니 지칩니다,생각을 좀 덜어보세요.,1
8044,정말 서로 좋았는데 엊갈림.,많이 안타까워요.,1
8045,정말 속상하고 답답하고 할 수 있는게 없네,차분하게 마음을 정리해보세요.,1
8046,정말 숨막혀 ㅠㅠ,자신을 옥죄지 마세요.,1
8047,정말 슬프고 죽고싶어,당신은 누구보다 소중한 사람이에요.,1
8048,정말 아직 너무 사랑합니다 잡고 싶습니다,다시 잡는다면 후회할 거예요.,1
8049,정말 아프고 힘드네,절대 쉬운 일이 아니죠.,1
8050,정말 연애하고싶지않네,그럴 때가 있어요.,1
8051,정말 오락가락 언제 괜찮아질지,사랑의 흔적이 잘 안 지워지네요.,1
8052,정말 오랜만에 글을 쓰네,글을 쓰면 마음 정리에 도움이 돼요.,1
8053,정말 왜 이러는걸까,사람 마음은 알기 어렵죠.,1
8054,정말 웃긴건,문득 생각나고 잊혀지지 않는 점인가요?,1
8055,정말 이건 너무하다 싶을정도로 힘들어,그럴만 해요. 많이 힘들었죠.,1
8056,정말 이번엔 끝인거겠죠,미련두지 마세요.,1
8057,정말 이해할수가 없네ㅜ,사람 마음은 알기 어렵죠.,1
8058,정말 잊은걸까?,다른 곳으로 관심을 돌려보세요.,1
8059,정말 잔인하네,사랑이 때론 잔인해요.,1
8060,정말 제가 이해가 안갈 정도로 잘못한건가?,그분에겐 감당이 안되었을 수도 있겠어요.,1
8061,정말 제가 이해안되고 견딜수 없을만큼 아파,사랑했던 만큼 아픈거라 생각해요.,1
8062,정말 처량하게 혼자,제가 곁에 있을게요.,1
8063,정말 할게 없네.,저랑 이야기해요.,1
8064,정말 화가 나,저에게 화를 덜어보세요.,1
8065,정말 후회없고 미련없이 사랑했던 사람들!!!,후회 없을 사랑을 하셨군요.,1
8066,정말 희망 없는 건가?,미련 갖지 마세요.,1
8067,정말 힘드네,지금처럼 참지 말고 표출해보세요.,1
8068,정말 힘드네,지금처럼 참지 말고 표현하세요.,1
8069,정말 힘드네.,일기를 써보세요.,1
8070,정말 힘드네. 결혼 앞두고 생각할 시간.,중요하니까 생각할 시간이 더 필요하겠죠.,1
8071,정말 힘들게 헤어졌습니다,힘든 만큼 행복해질 거예요.,1
8072,정말 힘들다,힘이 되지 않겠지만 힘내세요.,1
8073,정말 힘듭니다,힘이 되지 않겠지만 힘내세요.,1
8074,정말. 정말 쉽지가 않네. 이럴 땐 어떡해야 할까,마음 가는 대로 하세요.,1
8075,정말.내 자신이 싫다,자신은 사랑해주세요.,1
8076,정말로 끝났네 이젠,놓아주세요.,1
8077,정말로 사랑한다면,놓아주세요.,1
8078,정말로 이별하려고 준비합니다.,충분한 고민 끝의 결정이었을거라 믿어요.,1
8079,정말로 헤어졌네,후련하기도 할 거예요.,1
8080,정말로 헤어졌습니다,마음 고생 많았어요.,1
8081,정말이지 이렇게 살고 싶지 않네,그래도 살아요.,1
8082,정말잊어보려고 모든수단을 동원했지만.,문득 생각나고 잊혀지지 않나봐요.,1
8083,정신 차려야 하는데,시간이 걸릴 수도 있지만 괜찮아질 거예요. 다른 곳으로 관심을 돌려보는 건 어떨까요?,1
8084,정신과 방금다녀와서 처방전 받고 왔어.,마음도 편하고 후련하고 기분이 좋아질 거예요.,1
8085,정신과 찾아 왔어,정신과에서 상담치료 받는거 꺼리지 말고 너무 힘들면 시작하세요.,1
8086,정신병 걸릴 것 같네,생각보다 정신은 강합니다.,1
8087,정신이 없어,차분하게 정리할 시간이 필요해요.,1
8088,정신차려야 하는거 아는데.,쉬운 일이 아니죠.,1
8089,정신차리자 정신!!,힘내세요! 제가 응원할게요.,1
8090,정은 많지만 설렘이 없다는 이유로 헤어졌습니다.,헤어짐에는 여러가지 이유가 있기 마련이죠.,1
8091,제 마음과 머리가 일치가 안되.,마음이랑 머리가 따로 놀기도 하죠.,1
8092,제 아주 오래전 이별,아직도 생각이 나나봐요.,1
8093,제 이야기를 풀어보고 싶습니다.,네 말씀해주세요.,1
8094,제 잘못으로 여자친구가 떠났네,반성하고 있나요.,1
8095,제 잘못입니다,서로의 잘못입니다.,1
8096,제 친구가 그러더라구,친구보다 자신의 마음에 귀기울이세요.,1
8097,제 친구가 술마시면서 잊으려고,이별을 받아들이는 것도 중요해요.,1
8098,제가 그녀를 놓아줬어.,잘한 선택일 거라 믿어요.,1
8099,제가 그동안 착각 속에 살았습니다,누구나 실수할 수 있어요.,1
8100,제가 놓았던 손을 다시 잡으려니 힘드네.,원상복구는 언제나 힘드니까요.,1
